course,课前期待,专业理解-课前,专业理解-课后,主观收获,职业认知-课前,职业认知-课后,兴奋与惊喜,沉浸感,内容满意度,知识密度合适度,知识理解度,知识有效运用程度,试错机会价值,成果满意度,PPT满意度,视频满意度,教材满意度,教学设施与环境满意度,导师满意度,学习自由度,同学交流学习,反思
金融学,2,5.939104008,8.752489662,3.958281889,3.859493831,8.952457185,4.743602238,4.943857654,3.903371992,3.741022477,4.807674142,3.831637212,4.838693023,3.815633585,3.790468936,4.855192381,3.94388793,3.873586384,4.968830844,3.763738979,4.785689105,3.760356117
金融学,3,2.950408995,7.888852804,4.85720611,4.790747103,6.989516527,4.763520038,4.996553562,4.76542958,4.837620438,4.983606155,4.72996211,4.815723769,4.982865774,4.719551857,4.918395822,4.942616169,4.781403885,4.776107514,4.992433207,4.964786691,4.846939715
金融学,2,1.986421901,9.848167987,4.936713838,1.965389104,9.73818312,4.876836843,4.933589154,4.877439222,4.87801282,4.933888061,4.825260171,4.908094818,4.821534979,4.820819466,4.9919133,4.872263284,4.722619146,4.912952617,4.96038606,4.874278775,4.964827382
金融学,2,5.957803255,8.908560411,3.725772715,6.724195209,8.729309258,3.79137785,3.701238486,3.976787399,3.96882408,3.838941886,3.749265598,3.908314219,3.919130628,3.896859934,3.745416264,3.791667909,3.780143396,3.901596811,3.766970525,3.885665283,3.722862653
金融学,2,9.706036116,9.920047525,4.985838654,9.869557464,9.887900536,4.798709107,4.766849304,4.863847699,4.702061283,4.890088404,4.756898894,4.974323937,4.746508938,4.793572191,4.781695755,4.824211088,4.913546452,4.769780005,4.984921859,4.750706205,4.826812567
金融学,3,2.845146999,4.80136183,3.821317412,2.737357867,4.970618019,3.843306422,3.73302063,3.763763288,3.865551633,3.779999745,3.966499241,3.802440924,3.790039378,3.760657665,3.750272206,3.80994383,3.792678566,4.901433134,3.969651994,3.999485303,3.931859317
金融学,3,1.909881138,7.898783891,3.861318731,1.932705933,8.962503024,3.870164075,3.831752861,3.968029784,3.855169486,3.722171089,3.937961122,3.914430158,3.79447204,3.981861609,3.982644879,3.877504023,3.712664799,3.755338763,3.763174257,3.766978829,3.785107442
金融学,2,4.742757859,6.950898381,3.926666442,4.864076508,5.90094566,2.951295073,3.732519673,3.924365573,3.857127855,3.727158411,4.726670757,2.774437696,2.774549947,3.790725117,2.853315713,3.9343362,3.995879441,4.9681839,3.772529256,3.88814563,3.891754733
金融学,2,9.76495693,9.743146631,4.92495338,6.975312067,9.914771661,4.96144659,4.913607116,4.81014845,4.930996661,4.707074888,4.824508287,4.85401115,4.781657432,4.842325172,4.726555546,4.974933407,4.8440712,4.716253017,4.864553702,4.802969276,4.821900698
金融学,2,3.961801925,7.833233658,3.944852965,3.7285629,7.949590596,3.934458643,3.762191782,3.75179457,3.933696196,3.941992219,3.869600883,3.787301706,3.716365492,3.812893631,3.764014942,3.873090905,3.781451739,3.751616104,3.9990127,3.80792139,3.923998797
金融学,3,3.805370739,4.733812305,3.935426078,0.88595007,3.952449727,2.977566571,2.811111044,2.807203059,2.865390339,2.883860803,2.885326368,2.926224526,2.778947415,2.921580829,2.882601622,3.798665418,4.738449722,4.870978025,3.863758288,2.945442484,2.956786523
金融学,3,2.786424206,1.893514819,3.835260385,2.740203445,1.82744516,2.751561219,3.954354293,3.889351852,3.768003539,3.788992298,3.863964804,3.857831742,3.950699856,3.769866088,3.972484334,3.895577586,3.992819956,3.958481878,3.717811826,3.873771841,3.855043865
金融学,2,0.973559706,5.984814263,4.834834377,2.793610517,4.994210632,4.979195581,4.735980337,4.947204118,4.810733696,4.904124749,4.899635563,4.8406546,4.899092132,4.748286671,4.987405887,4.980365011,4.873573872,4.720339069,4.938031604,4.900956755,3.744933275
金融学,3,-0.039223474,1.819496506,3.752164336,1.864775925,4.888354737,2.890582565,2.707083477,2.822281856,2.770338066,2.99043796,2.719716928,2.8497622,2.89200062,3.748545833,3.856087462,3.806566791,3.800179781,3.882914941,3.80410391,3.953759589,3.874016478
金融学,3,2.93801777,4.885947232,3.824793405,4.847724098,5.774593899,3.904952773,3.869342594,3.990112411,3.828547603,3.93332819,3.79233039,3.81302824,2.957235455,3.994936598,3.844403221,3.731709341,2.745199679,3.821546037,3.925391083,3.886624564,3.962384391
金融学,2,3.72700785,5.747904082,3.935517373,7.914324354,7.812010595,3.724040569,3.983720306,3.784276983,3.991527131,3.938404585,3.852104668,3.847630651,3.79346741,3.810612185,3.896583688,3.871348506,3.705515286,3.883385837,3.924291162,3.961681839,3.75057879
金融学,3,4.841091258,8.928805361,3.736892054,3.762200279,6.776523066,3.78816688,3.935391705,3.959104167,3.846920352,3.79055094,3.881483712,3.989513637,3.870636638,3.944609794,3.743798848,3.908700895,3.927458435,3.951952612,3.909686021,3.850395497,3.937338206
金融学,3,5.893981405,7.811186025,4.868114439,2.916020187,4.957650949,4.987738614,4.9563187,4.872483418,4.964003558,4.897998157,4.86204311,4.961903159,4.924299584,4.8590374,4.873404989,4.92160333,4.884537635,4.848497416,4.987554898,4.802344828,4.934553906
金融学,3,0.75442608,3.951237516,2.83947075,0.840604878,2.802328256,2.845846399,2.87944504,2.807457229,2.919032725,2.861755036,2.94579706,2.932615197,2.751737819,2.738443922,2.947524369,2.790575701,2.778762201,3.861426102,3.709042777,2.75260083,2.823367929
金融学,3,-0.134251363,5.898080276,2.797755295,2.915043872,6.964841662,2.914545748,2.949198289,2.994121816,2.751429828,2.804625295,2.970468598,2.948244784,2.909943441,2.925800653,2.872370112,2.971267615,2.86424182,2.893342819,2.935116345,2.98935905,2.872476535
金融学,2,2.752171102,4.73253544,4.849484977,2.922219991,5.914312854,3.954823114,4.732375219,4.855507316,3.722364325,3.729190122,3.824717651,4.846588748,4.742570579,3.850838752,4.872707754,4.733543244,4.922614491,4.834544697,4.966052212,3.913011795,4.934845022
金融学,3,-0.26296373,1.944991645,2.842254121,-0.164689961,-0.238677456,3.848247969,3.996972519,3.928525032,2.961269665,2.96766438,2.84167321,4.967756235,2.985838321,3.948474113,2.884155569,3.750028698,4.987046078,4.938971145,3.875381572,4.980638909,2.833771816
金融学,2,2.966532946,6.971073838,3.906218301,1.808083717,5.945042418,3.914763902,3.928573325,3.88072781,3.828357201,3.716377804,3.722835712,3.90833571,3.706459548,3.852145798,3.71486624,3.959470131,3.91382129,3.802523965,3.704839892,3.859165075,3.734344581
金融学,2,2.742405807,7.72586845,3.933891309,1.776779529,7.77324436,3.760241935,3.88164289,3.750510979,3.808429185,3.894049393,3.925849544,3.782938383,3.848916667,3.893078101,3.815065793,3.898248011,3.996401118,3.804652428,3.775992582,3.741216098,3.973191076
金融学,2,2.839671987,7.954776731,4.938504342,3.775824894,8.995246946,4.86521497,3.825024389,4.911962224,4.866739759,4.99404286,4.916681862,0.883035984,4.855467893,3.949703871,3.851874634,3.794964731,3.884743158,3.966764053,3.938239672,3.752718569,3.982907326
金融学,2,3.875569917,3.732718162,4.702849978,5.838317715,6.960176364,4.74390295,4.85449771,4.860501766,4.798637238,4.704960656,4.88293868,4.834995353,4.878150016,4.98450989,4.9539343,4.838327486,3.758366207,4.828360179,4.915466779,4.759169015,4.947413394
金融学,2,-0.213430533,3.799945926,3.812750159,2.967318469,4.708204822,3.965215762,3.954916977,3.942893875,3.874878097,2.760906585,2.90341695,3.896241082,1.749477449,3.909325879,3.83065251,3.775255208,3.932832943,3.978963099,3.763412937,3.736792211,3.790911483
金融学,2,5.805888276,7.984864,4.893492948,3.917446843,6.703726513,4.996347243,4.843696172,4.747323602,3.727055887,4.81654272,4.740284147,4.913960356,4.824756016,4.730201695,4.77168894,4.924208449,4.868530685,4.851438725,4.927042076,4.96062452,4.937583149
工业设计,2,3.842583293,6.759276479,3.93666921,4.997039861,6.82093043,3.820765945,4.975835468,3.844679169,3.858577786,3.876904271,3.973231567,4.708275239,3.877004467,4.830905493,3.935717706,4.987603286,4.968781364,3.944447951,4.775135758,4.996658135,3.855093952
工业设计,3,1.947823688,4.81767792,3.785366242,1.837571161,4.890066224,3.868768782,3.949984154,3.811845354,3.954670564,3.996582615,3.955179387,3.703675389,3.927827121,3.974242267,3.862303387,3.96531551,3.863678049,3.780746892,3.956833138,3.801036275,3.858648554
工业设计,3,0.803873044,3.741600686,3.722213499,1.863479782,3.709123702,3.727607666,3.918732519,3.818660835,3.738879936,3.866724196,3.953533499,3.987458324,3.771454582,3.738440406,3.950187116,3.758434752,3.855253944,3.987940721,3.858969227,3.870374813,3.828961797
工业设计,3,2.952894277,5.742725417,3.820358288,1.84507212,5.705938315,4.886760958,3.864320436,3.941449287,3.801081712,3.70024861,3.918590595,3.813718746,4.954689978,3.724193193,4.999567567,2.719716912,2.909929418,4.715091079,4.871122374,4.795508062,3.782049047
工业设计,3,-0.246228176,1.844270904,2.905051695,4.997381185,5.802333986,3.726571755,2.946807752,3.920406458,3.824903243,3.763580841,3.944114916,3.839162286,3.717333062,3.708661586,3.907421883,3.808188946,3.857949258,3.852673416,3.789007238,3.798283638,3.984383584
工业设计,3,5.98912106,6.828689232,3.927414647,7.801343957,7.758775429,4.972877493,0.952504623,4.88970699,3.816803787,3.755035017,4.784478107,4.704812241,2.82877868,4.812691976,3.875220601,3.746306692,3.80790392,4.886079026,4.826803037,4.985222775,3.958355824
工业设计,3,-0.017333138,6.92436043,3.987366995,3.948850838,5.802123678,4.894284369,4.911445026,3.835602426,3.992864213,4.731678252,3.797203296,4.903797307,2.833302772,4.899180891,4.787148795,4.986794669,4.936120782,3.986262324,3.839882227,2.967659616,3.857146252
工业设计,3,0.902627213,7.750532901,4.743619823,3.938767703,5.813921373,3.939242343,4.8222234,3.855064672,3.914125301,3.804386825,3.878291912,3.959257058,3.700057169,3.775988972,3.842077675,3.748311358,3.779757591,4.945965939,4.783157096,3.965358534,4.862233719
工业设计,3,-0.178603994,4.751153638,2.935583628,0.808918914,3.783770764,3.854638779,3.777900509,3.759223577,3.831472977,2.896997852,2.960093106,2.715168549,3.702855831,2.85042937,1.925589894,3.961093247,3.838682691,3.830171072,3.968170504,4.895678751,4.78590929
工业设计,4,1.994184415,5.799417767,4.746713242,1.753575494,6.983671361,4.878022823,0.965035113,4.907930911,3.922886493,3.887858937,2.953453151,3.898570922,3.912843809,4.875788183,4.81506256,4.866247231,3.729883492,4.724378578,3.810408648,3.704349556,4.806011787
工业设计,3,-0.064438796,3.762439728,3.922989812,2.711814895,5.988376164,2.809180828,3.801162041,3.815362572,3.785454524,3.733174415,3.974880725,3.702131848,3.925512924,3.761443861,3.88595222,3.750681942,2.757258575,3.753608177,4.871446973,4.884196849,3.925852156
工业设计,3,2.765236839,6.7897689,3.7457033,3.904116685,5.885002221,2.720131368,3.721012967,3.740396135,3.807337271,3.887797779,2.775445595,2.819229184,2.753266473,2.963332939,2.811176977,3.780700995,1.759290104,3.701220541,2.875280421,2.820126783,3.791924111
工业设计,3,1.974907227,5.761830303,3.744555345,2.844900909,4.775153028,2.7162192,3.953902331,3.948770973,3.996304547,2.847601973,2.809247227,3.701862254,3.7188405,4.837671373,3.879905577,3.950982211,2.710387332,3.96409131,3.832735751,3.806305794,3.867792439
工业设计,3,1.735897857,5.846823107,3.738647541,4.897850552,7.907247516,3.846321554,3.717482544,3.983570883,3.813062056,3.79848898,3.817692676,3.80069796,4.714688929,3.913561747,3.745602878,3.845688777,2.702995077,3.841629674,3.82826686,3.700958218,3.748151548
工业设计,2,4.89104277,7.865603982,4.814866469,4.764188638,7.928015149,4.831140805,3.980904578,4.774244317,4.791783348,4.726562885,3.998878709,4.853521933,4.842112422,4.774830986,4.999986208,4.818752112,3.753254493,4.932988492,4.784087678,4.723974686,4.776613917
工业设计,2,3.869600558,9.837246237,3.853267373,7.883766703,8.753225951,4.771130835,3.743991009,4.883351747,3.769659162,3.863551039,3.87428009,3.83079025,3.908427212,3.773418247,3.761725777,3.914098237,2.761290875,4.823913103,4.754023884,4.803674687,4.86903042
工业设计,3,1.892260618,7.992976396,3.825679292,3.797169895,4.785112448,3.841240097,3.807163789,4.843840577,4.990718594,3.845908349,3.951082402,3.726091869,4.71598429,3.961220628,3.980785981,3.947385841,4.858246716,4.744988097,3.758567029,3.807086801,3.831595602
工业设计,2,1.7480872,7.979071565,3.770110533,4.775846837,7.812466763,3.879391128,3.700859535,3.911509397,3.865148003,3.752237252,3.841276584,3.84761532,3.784199966,4.790076278,4.857363767,3.809574156,3.922779378,3.773819102,3.797418188,3.823516379,3.835480208
建筑学,3,2.891630597,4.854913945,4.995399748,2.806942098,4.797998898,4.818965481,4.805440218,4.983443407,4.757264736,4.885927856,4.706873577,4.814776524,4.709251498,4.817643175,4.738822134,4.888319971,4.982904009,4.886038109,4.718443104,4.981040273,4.737271404
建筑学,3,1.93693778,4.774940031,2.873915135,1.799165327,4.9976409,2.998369111,2.713099431,2.837311517,2.813364258,2.827875981,2.903867316,2.914134077,2.767417246,2.849673273,2.973404598,2.8487456,2.854907293,2.735003349,2.797307978,2.752594649,2.91779624
建筑学,2,5.99520129,6.977934724,4.963590431,3.871000571,5.99328764,4.70072511,4.722820374,4.806028911,4.866142959,4.977697064,4.774883602,4.843064505,4.835360562,4.707519176,4.945123421,4.719387988,4.891656127,4.715560998,4.806906554,4.887962073,4.850786229
建筑学,2,1.805659979,6.866892058,3.904071377,2.977214588,5.884246028,2.722606554,2.761025209,2.93351881,2.960913071,2.740322988,2.754271224,2.982219566,2.980749523,2.715246186,2.841944133,2.736857226,2.729985498,2.735691618,2.879763226,2.707915034,2.779201061
建筑学,3,3.772469072,6.74546276,3.734260077,5.848369687,6.87066525,3.802324368,3.921982907,3.884198893,4.834524974,3.81115132,3.83639919,3.949579953,3.764220532,4.944112015,3.768309567,3.894976738,4.714848501,4.833204682,3.783345581,3.732368636,3.754022779
建筑学,2,2.75291355,8.744061739,3.772998022,4.922719372,8.930700684,3.871087935,3.894806011,3.8707879,3.773064495,3.805395832,3.787757809,3.99342822,3.712856132,3.804295002,3.812475322,3.721386581,3.724660688,3.980441716,3.824152689,3.831475529,3.98028766
建筑学,3,0.730624392,5.884529357,3.921874262,0.831037672,9.859830967,3.823400521,2.967876663,3.838852934,3.975384754,2.778910278,2.758544958,2.904582782,1.850816874,3.857459477,3.931372153,3.728730778,3.808370854,3.927901167,3.799116116,3.999342045,2.71185863
建筑学,3,3.735474245,8.752910491,3.710208194,5.980848991,9.855669071,3.759971688,3.784188986,3.765513558,2.884701417,2.775963355,2.91951076,3.795368369,3.848762729,3.827222804,3.78653651,3.858493615,4.915988988,3.996924395,3.88405297,3.962750062,2.983811958
建筑学,2,4.80028543,7.90454641,4.836498562,4.824658057,7.799749331,4.925472011,4.819725079,4.818363478,4.957037501,4.973997834,4.992979969,4.916633271,4.886920783,4.946912441,4.863315966,4.788353195,4.857940135,4.754384908,4.811747781,4.764908979,4.965185947
建筑学,3,3.973518336,5.770063389,4.840316126,9.91309133,5.922654566,3.898400389,3.829063541,4.996980356,3.740180495,4.809017425,3.789719733,4.713757831,3.714544909,4.84777906,4.79198566,4.96625179,4.883865704,3.954606986,3.902842495,3.878039965,3.902007502
建筑学,2,1.752489693,6.81373797,4.971519527,2.894859211,6.843328016,4.812070204,4.760185756,4.825828184,4.774950538,4.976784875,4.716383421,4.808876205,4.901057692,4.946075347,4.922083966,4.891815213,4.738545379,4.706517572,4.885660711,4.831639316,4.887881841
建筑学,2,3.824202662,8.961562219,4.793885165,1.726667537,8.81812682,4.971077633,4.715709087,3.894695253,2.807585057,3.894739152,3.711119773,2.93738418,3.895764718,3.92516154,4.911759651,4.797609715,3.70372109,3.726522185,3.727894525,4.888782254,3.749864301
建筑学,3,4.770668559,6.836892359,4.973066624,5.788276405,7.702529059,4.789469931,4.774636444,4.772196819,4.744634469,4.817273177,4.932792865,4.811520504,4.871514192,4.976822668,4.897377406,4.834296952,4.929660602,4.882719016,4.842839575,4.861855845,4.869064144
建筑学,2,4.852741001,6.951041522,3.737311168,4.810183658,4.941605489,3.928647456,3.746627387,3.888378886,2.733928826,3.770798152,3.771760864,2.931752619,3.704085843,3.792662332,3.786081064,2.8310283,3.719353442,2.780926428,3.702792441,3.930925268,2.940679924
建筑学,3,1.799141226,5.991013679,3.731855685,3.721462696,9.962057771,3.937259362,3.736603105,4.905302106,3.972223747,3.781093475,4.98905093,4.76165495,3.766010656,3.837416137,3.963730319,2.788051021,4.7152554,4.966580853,3.790582868,3.825196574,4.721355379
建筑学,2,1.710509636,5.863651805,4.924347307,2.978001954,4.942986822,4.843388788,4.763996435,4.988979406,3.842095133,3.762577644,3.959762364,3.976664607,3.887224821,3.974885929,3.929239606,2.755595293,2.721261202,3.782160925,3.890334145,4.785995588,3.848921497
建筑学,2,2.841326096,6.789497883,4.777381314,2.903362681,5.966042237,4.987309067,4.998857423,4.882127278,4.759117077,4.89147904,4.816012127,4.716704295,4.94151008,4.886810374,4.992451564,4.736279104,4.858691299,4.830899528,4.996544086,4.809331005,4.859494273
建筑学,2,1.881736058,7.96567087,4.955850096,2.800606075,4.798493969,4.841598364,0.872271701,4.760988404,4.903524073,4.7439924,3.861377171,3.818806772,3.916699584,4.762196299,4.879010205,3.989228255,4.819730005,4.852903306,4.956934919,3.872501178,3.9971304
建筑学,2,2.837010469,6.79008308,2.853952887,3.776245096,6.916519515,2.713736325,2.710557262,2.792136106,3.88350357,3.739390495,2.71215345,3.782439203,3.717899316,3.712881222,3.972303081,3.946033989,2.71381322,3.873021987,3.813820684,3.908155678,3.890014939
建筑学,2,0.813390995,2.960079016,4.819240894,1.897991579,1.800834059,2.745093087,3.862748707,3.876027176,3.837822854,3.744776145,3.923998478,4.975629668,3.782092246,4.819621405,3.95381256,4.842758048,2.82623466,4.875766423,3.880099278,3.827144963,3.802209623
环境工程,2,6.995444249,4.742191891,2.979595698,4.803608424,4.840305744,2.798816672,2.794669243,2.961000022,2.839651368,2.805692996,2.930186207,2.945423458,2.871981877,2.718780497,2.885606647,2.948548644,2.880266866,2.895473501,2.904289756,2.720818533,2.789645004
环境工程,3,1.797333024,5.763299189,3.875098632,2.990620695,4.869896396,3.853012578,3.975791428,3.849567614,3.773557228,3.779224806,3.722875693,3.754696855,3.947952149,3.930628154,3.762496437,3.803969524,3.823319975,3.831454626,3.744136382,3.980675878,3.896104121
环境工程,3,2.910242044,4.797451638,4.83462442,6.93358402,6.986344379,4.906131323,4.729199097,4.957428845,4.74268723,4.799600246,4.868244729,4.932811607,4.975984119,4.815710217,4.714511837,4.932843735,4.977551563,4.925420267,4.841526075,4.992209338,4.990492956
环境工程,3,1.850542031,4.736533596,2.846295882,1.955873841,4.840373836,2.826969512,2.741764245,2.829671286,2.822404886,2.87772509,2.816351947,2.720626305,2.842509067,2.749736668,2.733017462,2.872259417,2.967546982,2.776031106,2.892553113,2.769145674,2.785605747
环境工程,2,2.954179107,6.885062318,3.765543307,9.842554585,6.98810472,3.950146866,3.843046392,3.706644165,3.824133344,3.832461009,3.752065752,3.879811277,3.869632188,3.879738978,3.713407944,3.868431131,3.956683341,3.756854006,3.967901214,3.86930317,3.871660678
环境工程,3,3.810015139,6.779414244,4.717227762,4.990347541,5.875666631,4.815444956,4.897756194,4.812818473,4.949406184,4.972492808,4.840939247,3.767076052,3.707547571,4.850909987,4.866071083,3.989704485,4.939276307,4.906124866,4.981336406,4.896534374,3.96562179
环境工程,3,5.731181446,7.71522169,3.724845623,6.965028079,7.774132977,3.903626477,3.805234189,4.92537987,4.973370744,3.943744211,3.812472636,3.774123576,3.910172361,4.77404216,3.991739227,3.800037771,4.833015499,4.892832056,3.844784162,4.776534689,4.890228919
环境工程,4,0.702476316,3.826659963,2.797964036,2.932402553,6.700893812,2.967124696,2.765721828,2.861745608,2.807586592,2.758023951,2.836836156,2.776768473,2.912554825,2.705182748,2.799452414,2.784929425,2.703801902,2.979725352,2.956104472,2.870132698,2.974462374
环境工程,3,1.754539825,4.936679258,3.773915065,1.98898525,2.976071474,2.927046459,2.73547445,3.945794777,2.719216201,2.944287932,2.73500542,3.770723782,2.918697846,4.97170648,3.840422983,3.704466801,3.713469559,4.924157158,4.947880203,3.764079995,3.870511185
环境工程,2,3.904436186,6.890011865,4.798032555,3.909772015,6.787069668,4.947625424,4.876672162,4.872299436,4.751567381,4.964965533,4.865810624,4.89658962,4.912494273,4.947079262,4.836758966,4.947040665,4.933787976,4.746593595,4.734303415,4.935272058,4.741912453
环境工程,2,1.855025982,6.773588624,3.703821758,3.760340629,5.766496299,3.700202535,3.772645697,3.784533527,3.72971848,3.82345848,3.995808419,3.957611956,3.849794887,3.90602441,3.997766672,3.877352154,3.885102569,3.765897953,3.918026483,3.775341364,3.967722797
环境工程,3,1.923533007,4.906217955,2.945253493,1.928258841,3.992902057,2.752703934,2.880634533,2.705306625,2.954738884,2.943874717,2.816816269,2.896474087,2.960173466,2.83889907,2.955361416,2.975414241,4.728591076,3.884231653,3.914743031,2.971098948,2.830620574
环境工程,3,1.922974428,9.996937202,3.910983111,1.928053288,3.811835202,4.968012983,3.859004442,3.765332001,3.762567644,3.757692622,3.912293658,3.991647567,3.996318358,3.733013761,3.811852414,3.879066109,3.801538304,3.76450901,3.798659216,3.849751962,3.907169411
环境工程,3,0.877382694,2.900700283,4.84469317,3.796228786,3.720209122,3.927861979,3.726453543,4.845419911,3.880353357,3.966724758,2.894085376,4.876106973,2.830715526,4.919170498,4.817123097,4.961548611,2.794021542,4.725017235,3.958738469,3.811810522,3.833412722
环境工程,3,9.728708101,9.931937367,2.947464636,9.867501243,9.75413499,3.784603785,1.854235676,3.989100363,2.970649535,4.859977076,1.875806415,4.944285351,4.824726219,1.822591113,2.701285047,4.713799154,3.946237204,4.727511777,3.941386181,1.719654618,3.846248829
环境工程,2,2.995424975,5.928315893,3.869959677,4.943073494,4.932129521,2.700429051,3.926190659,2.894296796,3.990780619,3.882161918,3.778474796,2.747962819,3.820210865,3.9499024,2.717647735,3.723247678,3.710220285,2.907766029,2.788247547,3.797442773,3.724351056
环境工程,3,0.931726819,7.907191207,4.739031441,4.967909173,9.890799566,3.849518238,3.740363548,3.75130199,3.826441608,3.871042079,3.73154392,2.730209851,3.877686075,4.952616074,4.743126312,3.988079192,4.839348032,3.782510775,3.901074821,2.94964656,2.832042016
环境工程,3,2.889467589,7.873229147,3.863746156,3.830281098,5.934770496,2.937567982,3.838361716,2.827888835,3.894904661,3.80767304,2.875203092,3.959818125,2.771096909,3.925371334,3.787100907,3.884637073,3.923480852,3.74476293,3.795554955,3.954768796,3.972682221
环境工程,2,2.834504255,3.991252997,4.866987658,4.873357297,6.733015811,3.721887595,2.882736692,3.943515368,3.764623464,3.863572551,4.974853078,3.783467001,4.715352631,3.794423319,4.904732965,3.793971807,2.880803598,3.912050896,3.940411041,3.70938906,3.800881814
人工智能,3,0.804073972,7.898351858,2.812294414,0.741715417,7.819093335,2.822893273,2.741901993,2.820935244,2.806528613,2.751763194,2.786732327,2.813842284,2.804313057,2.92439202,2.933484023,2.881660756,2.891649035,2.764434573,2.828398925,2.977470581,2.861368352
人工智能,3,2.771288518,4.909162478,3.731312749,4.948452514,7.709545907,4.869505272,2.781698053,3.868554219,3.915114282,3.737076057,3.916667247,3.897465753,3.893119907,3.729506169,3.897216187,3.740172273,3.831280875,3.899961596,3.740837309,3.789811602,3.719639417
人工智能,2,1.7955259,6.896596638,3.783961314,3.712189232,1.859741526,3.946375279,2.825239559,3.980085193,3.912111689,3.936226829,3.848186456,3.728245943,3.928816206,3.717447824,3.833959894,3.913708629,3.739329626,3.849679247,3.871329982,3.915713881,3.973380606
人工智能,2,7.804776119,9.796699894,4.829703765,5.910972758,7.915502016,4.953856687,0.854811847,4.91559509,4.898498193,4.947523118,4.885294751,3.750521082,4.740664012,4.732208119,4.842969276,4.831571857,3.94122191,4.882393184,4.787428546,3.83320774,3.807113846
人工智能,3,1.978373328,5.92334929,4.855868984,3.817220452,5.716006948,4.820561508,4.721265676,4.955367208,4.818740192,4.852082141,4.943080565,4.807156172,4.884623437,4.975019266,3.784757678,4.904156859,2.786377334,4.785995719,4.986564116,4.951764824,4.829193873
人工智能,2,6.717448659,7.940553945,3.844350578,5.82092166,8.749964902,3.918925756,3.78062388,3.907776117,3.700660327,3.966570765,3.839139034,3.978601331,3.719259411,3.947578705,3.95325633,3.806172319,3.912406144,3.7277814,3.916432676,3.836869909,3.800272556
人工智能,3,1.910844254,4.846626148,3.785968989,1.769478265,4.91785495,3.77792479,3.940308301,3.954864534,3.844233545,3.794899706,3.846429642,3.865025598,3.755645223,3.712811031,3.902330668,3.704632943,3.717633299,3.779912445,3.739805359,3.857480661,3.776985878
人工智能,2,4.958676906,5.908151095,4.801527345,4.865397771,5.78622634,4.770662915,4.916408282,4.820241054,4.838098694,4.701141856,4.952941392,4.915120874,4.939832252,4.817915379,4.716173195,4.876757355,4.825998854,4.971534289,4.901160316,4.75324805,4.808982756
人工智能,3,5.742196045,7.928570379,3.753101407,9.881431293,5.984246587,3.976963331,3.713320593,3.84324392,3.985013447,3.872876372,3.984864619,3.793622844,3.915757246,3.797107282,3.863106516,3.99716289,3.741301978,4.889287644,4.883993517,4.823944958,2.858033214
人工智能,2,3.797604867,6.831414886,4.757699015,3.84776503,6.904756376,3.716357523,4.849713008,4.820050122,4.986986984,3.736634708,4.866487225,4.826823625,4.986160179,4.877793873,4.732718865,4.897111489,4.801917672,4.990364536,4.716873301,4.956598348,4.841292867
人工智能,2,3.951676302,6.989623996,4.917111716,5.979256243,5.787815239,3.70746046,4.982550907,3.788172285,3.790506927,4.82911184,4.903535796,3.798401297,3.824465419,4.898834209,3.984686116,4.752695308,4.856143905,4.720478757,4.824834476,4.971739089,4.838704317
人工智能,3,3.887207476,5.815321651,3.763801387,6.931756291,7.86587582,2.906372842,3.901935848,3.710136487,3.976694841,3.860121087,3.859258626,3.835694217,3.770962988,3.972068085,3.860033711,4.931584999,2.9682488,3.794030723,3.776128549,3.984332388,3.992404702
人工智能,3,1.729418029,5.982972171,4.831198088,3.765367342,9.760477371,4.969770504,3.888547674,3.832734469,3.818408435,3.88354983,2.796956761,2.969737454,3.74816816,4.817869155,3.970537969,3.875525231,4.968617853,3.772761299,3.82502751,2.894304053,3.873338182
人工智能,3,0.914634535,4.762489861,3.728587471,-0.17882846,3.930370157,3.75679095,2.752730262,3.895405836,3.842369685,2.824417173,1.814751652,2.752758248,2.985855346,3.858973923,3.777063423,2.764319251,2.819897865,3.778815414,3.941271813,3.821164467,2.8294009
人工智能,2,1.806694655,7.954350356,3.745293054,4.950523023,5.736421894,2.983774156,2.888246695,3.920661146,2.751624666,2.989130375,2.799387666,3.912882979,3.862878178,3.88321118,2.841030282,3.780366962,2.946762634,2.840823402,3.88889998,3.987674347,3.929603023
人工智能,2,6.89951688,7.814410928,3.854515627,5.939307504,5.732092725,3.990274952,3.877708136,3.811497711,3.913379741,2.859553901,3.839208743,3.893863627,4.869942529,3.861108406,3.741130272,2.994461761,3.920550659,3.901511739,3.990650666,3.873554024,3.886145455
人工智能,4,1.710407199,8.920272685,4.849106249,1.965483279,7.974901227,4.975827785,0.864753346,4.944710447,3.990360648,3.815960744,2.764608101,3.911613142,3.89224099,3.947615944,4.941454288,3.877693715,4.967406876,4.763455193,3.723980503,3.788783081,3.779978656
人工智能,3,0.934528158,2.784527179,3.818174915,1.975377623,3.939658824,3.895353321,3.759300328,3.797182234,2.915612657,2.896686623,2.88338242,3.991923679,3.972020682,3.881159845,3.805264273,2.726676999,4.727428851,3.898442618,3.761718432,4.767542805,3.780838464
人工智能,3,0.795803452,3.838408056,3.832736349,5.995749179,5.802436506,2.73086077,2.912575193,3.943939523,2.813422998,3.792703448,3.952339887,3.996156233,2.817914727,3.948318491,2.787067172,4.918445176,2.985838276,3.993577983,3.841937699,3.982747437,3.9646914
